employee_id,fullname,name_department,name_position,final_match_rate,match_category
EMP101234,Luthfi Ananda,IT,Finance Officer,44.0,Low Fit
EMP101181,Putri Ananda,Finance,Finance Officer,33.0,Low Fit
EMP100436,Zahra Wijaya,R&D,HRBP,31.0,Low Fit
EMP100807,Cahyo Pradana,Marketing,Brand Executive,2.5,Low Fit
EMP101334,Yuni Hartanto,HR,Brand Executive,33.25,Low Fit
EMP100265,Citra Yulianto,IT,Finance Officer,31.5,Low Fit
EMP100039,Budi Adi Permadi,IT,HRBP,44.75,Low Fit
EMP101549,Cahyo Zulfikar Utami,Finance,Brand Executive,31.25,Low Fit
EMP100686,Satya Utami,R&D,Finance Officer,30.25,Low Fit
EMP101147,Anisa Kusuma,R&D,HRBP,38.75,Low Fit
EMP101186,Citra Halim Wijaya,HR,Brand Executive,33.75,Low Fit
EMP100491,Gita Anggara,R&D,Finance Officer,31.75,Low Fit
EMP101567,Putri Santoso,R&D,Brand Executive,41.0,Low Fit
EMP100117,Prasetyo Gunawan,R&D,HRBP,29.0,Low Fit
EMP101952,Bayu Setiawan,IT,Data Analyst,35.25,Low Fit
EMP100011,Fajar Halim,Operations,Finance Officer,41.25,Low Fit
EMP100514,Fitri Saputra Yulianto,Operations,HRBP,31.0,Low Fit
EMP101449,Bella Hidayat,IT,Brand Executive,36.25,Low Fit
EMP101624,Yoga Fauziah,IT,HRBP,40.75,Low Fit
EMP101905,Wulan Utama Wibowo,IT,Supply Planner,32.25,Low Fit
EMP101189,Prasetyo Pradana,Finance,Supply Planner,43.75,Low Fit
EMP100353,Wahyu Kusuma,R&D,Data Analyst,34.25,Low Fit
EMP100158,Lestari Syahputra,IT,HRBP,42.5,Low Fit
EMP101531,Cahyo Firmansyah,IT,Data Analyst,31.25,Low Fit
EMP101685,Zahra Saputra,Marketing,Finance Officer,1.5,Low Fit
EMP101378,Joko Dharma Utami,IT,Data Analyst,42.25,Low Fit
EMP101104,Oktavia Lestari,HR,Finance Officer,38.5,Low Fit
EMP100937,Joko Mahardika Ananda,Marketing,Supply Planner,2.0,Low Fit
EMP100106,Valdo Wijaya Wijaya,R&D,Brand Executive,34.75,Low Fit
EMP100457,Nurlita Maulana,R&D,Finance Officer,37.75,Low Fit
EMP101660,Rizka Yulianto,Operations,HRBP,41.25,Low Fit
EMP100281,Bella Qolbi Ridwan,Operations,Sales Supervisor,32.0,Low Fit
EMP101792,Nadia Kusuma,IT,Finance Officer,43.5,Low Fit
EMP100458,Fajar Mahardika Handayani,Operations,Finance Officer,35.5,Low Fit
EMP101450,Fajar Iqbal Permadi,HR,HRBP,33.75,Low Fit
EMP100491,Gita Anggara,R&D,Finance Officer,31.25,Low Fit
EMP100493,Nurlita Wijaya,Operations,Supply Planner,36.0,Low Fit
EMP100560,Adit Zulfikar Hidayat,R&D,Brand Executive,40.75,Low Fit
EMP101871,Zaki Tamba,Finance,Sales Supervisor,34.5,Low Fit
EMP101815,Valdo Setiawan,Finance,Brand Executive,44.5,Low Fit
EMP101380,Teguh Utama Pratomo,HR,HRBP,35.0,Low Fit
EMP100190,Kartika Santoso,R&D,Sales Supervisor,33.75,Low Fit
EMP100208,Hadi Tri Maulida,R&D,Brand Executive,33.0,Low Fit
EMP101890,Prasetyo Qolbi Maulida,Marketing,Brand Executive,2.25,Low Fit
EMP100744,Zaki Situmorang,Finance,Sales Supervisor,35.5,Low Fit
EMP101891,Budi Nugroho,HR,Sales Supervisor,31.25,Low Fit
EMP101862,Rendra Sinaga,Operations,Data Analyst,36.0,Low Fit
EMP101840,Rizka Erlangga Ananda,R&D,Sales Supervisor,39.75,Low Fit
EMP101457,Arif Simanjuntak,R&D,Sales Supervisor,37.5,Low Fit
EMP101252,Vania Ginting,IT,Sales Supervisor,29.25,Low Fit
EMP100327,Vania Rachman Utami,Finance,Finance Officer,41.25,Low Fit
EMP101770,Zaki Qolbi Gunawan,Marketing,Finance Officer,1.0,Low Fit
EMP100186,Rizki Halim,Operations,Finance Officer,42.75,Low Fit
EMP100920,Rifqi Tamba,Finance,Data Analyst,42.5,Low Fit
EMP101867,Rizki Rahmawati,HR,HRBP,29.5,Low Fit
EMP100853,Umar Zulfikar,IT,Data Analyst,31.25,Low Fit
EMP101730,Indra Salsabila,IT,Supply Planner,37.25,Low Fit
EMP101639,Rani Dharma Sinaga,Operations,HRBP,35.5,Low Fit
EMP100865,Anisa Pramudita Pamungkas,R&D,Supply Planner,39.25,Low Fit
EMP100825,Yuni Handayani,R&D,Supply Planner,44.5,Low Fit
EMP100806,Dwi Kurniawan,HR,Sales Supervisor,29.25,Low Fit
EMP100043,Nugroho Indrawan,Marketing,Finance Officer,3.0,Low Fit
EMP101308,Prasetyo Saputra,IT,Supply Planner,31.75,Low Fit
EMP101895,Yuni Saputra Wibowo,R&D,Finance Officer,34.25,Low Fit
EMP101375,Lestari Salsabila,Finance,Finance Officer,9.5,Low Fit
EMP100900,Prasetyo Hartanto,Operations,Sales Supervisor,31.5,Low Fit
EMP101367,Ahmad Nugroho,IT,Data Analyst,11.5,Low Fit
EMP101665,Satya Salsabila,Finance,HRBP,32.5,Low Fit
EMP101048,Rama Nabila Hasibuan,IT,Supply Planner,30.0,Low Fit
EMP101653,Kurnia Lestari Mahendra,Marketing,Data Analyst,2.0,Low Fit
EMP101338,Oktavia Yulianto,R&D,Finance Officer,32.0,Low Fit
EMP101452,Dimas Wibowo,Finance,Finance Officer,39.0,Low Fit
EMP101387,Zahra Wibowo,R&D,Supply Planner,36.75,Low Fit
EMP100354,Wahyu Setiawan,Marketing,Finance Officer,1.75,Low Fit
EMP101999,Adit Mahendra,R&D,Data Analyst,30.25,Low Fit
EMP101079,Bayu Sinaga,R&D,Sales Supervisor,41.25,Low Fit
EMP100040,Rifqi Putra,HR,HRBP,35.5,Low Fit
EMP100617,Eko Rahmawati,Finance,Brand Executive,35.75,Low Fit
EMP100868,Ayunda Iqbal Situmorang,IT,Data Analyst,35.75,Low Fit
EMP101140,Wahyu Nabila Purnama,Finance,Data Analyst,37.75,Low Fit
EMP101284,Nadia Mahardika Purnama,HR,HRBP,32.75,Low Fit
EMP100944,Adit Utama Wijaya,Finance,Supply Planner,40.25,Low Fit
EMP100985,Sari Halim Fauziah,IT,Finance Officer,30.75,Low Fit
EMP100282,Indra Siregar,Finance,HRBP,42.75,Low Fit
EMP101399,Utami Rohman,Finance,Data Analyst,36.75,Low Fit
EMP101205,Nurlita Qolbi Tamba,Marketing,Finance Officer,2.0,Low Fit
EMP101210,Luthfi Lestari Rahmawati,HR,Finance Officer,34.0,Low Fit
EMP100488,Luthfi Pratama,R&D,Finance Officer,43.75,Low Fit
EMP100373,Gita Lestari,Finance,Brand Executive,44.5,Low Fit
EMP101081,Putri Nabila Rohman,Finance,Brand Executive,41.0,Low Fit
EMP100557,Rizka Subekti,R&D,Brand Executive,33.5,Low Fit
EMP101865,Anisa Qolbi Setiawan,HR,Data Analyst,36.0,Low Fit
EMP101706,Lestari Utama Santoso,Marketing,Sales Supervisor,2.75,Low Fit
EMP101356,Yuni Ramadhan,IT,Brand Executive,46.0,Low Fit
EMP101690,Utami Gunawan,IT,HRBP,30.75,Low Fit
EMP100667,Rifqi Handayani,R&D,Sales Supervisor,29.25,Low Fit
EMP101079,Bayu Sinaga,R&D,Sales Supervisor,40.0,Low Fit
EMP101953,Wulan Wijaya Ginting,R&D,Supply Planner,41.0,Low Fit
EMP100421,Adit Anggara,HR,Data Analyst,29.5,Low Fit
EMP100914,Fitri Firmansyah,IT,HRBP,38.5,Low Fit
EMP101168,Oka Permadi,HR,HRBP,44.0,Low Fit
EMP101601,Ayunda Pratama,HR,Data Analyst,30.25,Low Fit
EMP101113,Evi Syahputra,HR,HRBP,34.5,Low Fit
EMP101659,Iman Putra,HR,Supply Planner,27.5,Low Fit
EMP100152,Satya Siregar,HR,Data Analyst,29.75,Low Fit
EMP101863,Wahyu Lestari,HR,HRBP,66.25,Low Fit
EMP100813,Vania Baskara Utami,HR,Finance Officer,27.25,Low Fit
EMP101008,Oka Putra,HR,Brand Executive,41.5,Low Fit
EMP101428,Umar Wibowo,IT,Data Analyst,10.5,Low Fit
EMP101271,Nabila Adi Ananda,R&D,Sales Supervisor,44.5,Low Fit
EMP100105,Maya Yulianto,Marketing,Brand Executive,3.0,Low Fit
EMP100207,Lestari Qolbi Setiawan,Finance,Brand Executive,29.75,Low Fit
EMP100340,Rifqi Ginting,Marketing,Sales Supervisor,1.25,Low Fit
EMP101085,Rendra Maulana,Operations,Sales Supervisor,35.25,Low Fit
EMP101445,Ayunda Qolbi Hartanto,IT,Data Analyst,34.5,Low Fit
EMP100817,Oka Handayani,R&D,Supply Planner,43.0,Low Fit
EMP100242,Rifqi Pamungkas,Operations,Data Analyst,32.0,Low Fit
EMP101646,Rizki Utama Permadi,R&D,Supply Planner,30.0,Low Fit
EMP100537,Iman Yulianto,R&D,Data Analyst,32.75,Low Fit
EMP101412,Mahendra Kurniawan,IT,HRBP,7.25,Low Fit
EMP100517,Rendra Wibowo,Marketing,Supply Planner,2.0,Low Fit
EMP101851,Yuni Aji Purnama,Operations,Sales Supervisor,8.0,Low Fit
EMP100622,Ahmad Anugrah Anggara,Operations,Data Analyst,31.0,Low Fit
EMP101790,Valdo Suharto,Marketing,Supply Planner,1.25,Low Fit
EMP101462,Dwi Pratomo,Finance,Finance Officer,44.25,Low Fit
EMP101903,Kartika Fadillah Yulianto,Marketing,Finance Officer,2.5,Low Fit
EMP100151,Wahyu Permadi,R&D,Finance Officer,37.0,Low Fit
EMP101599,Fitri Aji Permadi,IT,Brand Executive,37.75,Low Fit
EMP100995,Anisa Ramadhan,HR,Data Analyst,38.0,Low Fit
EMP100638,Budi Yudhistira Permadi,Marketing,Finance Officer,2.25,Low Fit
EMP100038,Bella Tri Setiawan,Operations,Supply Planner,35.0,Low Fit
EMP101778,Dian Wijaya Setiawan,Finance,HRBP,31.75,Low Fit
EMP100457,Nurlita Maulana,R&D,Finance Officer,38.25,Low Fit
EMP101579,Evi Lukman,Marketing,Finance Officer,2.5,Low Fit
EMP101307,Iman Situmorang,Operations,Finance Officer,42.75,Low Fit
EMP100557,Rizka Subekti,R&D,Brand Executive,35.0,Low Fit
EMP101082,Rani Permadi,Operations,Brand Executive,32.5,Low Fit
EMP101288,Kurnia Zulfikar Maulida,R&D,Brand Executive,34.5,Low Fit
EMP100943,Rama Aji Purnama,HR,Sales Supervisor,39.75,Low Fit
EMP100824,Intan Suharto,IT,Supply Planner,42.0,Low Fit
EMP101985,Dwi Kusuma,R&D,Data Analyst,30.75,Low Fit
DUP1942,Dewi Fadillah Hidayat,Marketing,Brand Executive,0.75,Low Fit
EMP101655,Dimas Zulfikar,R&D,Sales Supervisor,10.5,Low Fit
EMP100390,Bayu Tri Simanjuntak,Finance,Brand Executive,42.0,Low Fit
EMP101050,Dimas Saputra Herlambang,R&D,HRBP,29.25,Low Fit
EMP101914,Wulan Ramadhan,IT,Data Analyst,9.0,Low Fit
EMP101846,Arif Suharto,IT,HRBP,29.0,Low Fit
EMP100764,Nugroho Pradana,R&D,Sales Supervisor,34.25,Low Fit
EMP100796,Adi Ridwan,Finance,Supply Planner,34.25,Low Fit
EMP101493,Rani Utama Nugroho,Finance,Brand Executive,32.25,Low Fit
EMP101219,Dinda Lestari Setiawan,Finance,Finance Officer,45.0,Low Fit
EMP100053,Anisa Pamungkas,IT,Brand Executive,43.5,Low Fit
EMP101280,Arif Saputra Handayani,HR,HRBP,46.25,Low Fit
EMP100884,Rizki Utama Kurniawan,Finance,HRBP,40.25,Low Fit
EMP100373,Gita Lestari,Finance,Brand Executive,43.0,Low Fit
EMP101158,Putri Saputra Sinaga,IT,Data Analyst,42.5,Low Fit
EMP101851,Yuni Aji Purnama,Operations,Sales Supervisor,9.0,Low Fit
EMP101824,Galih Zulfikar Permadi,Marketing,HRBP,3.25,Low Fit
EMP100303,Bayu Wijaya Maulida,HR,Supply Planner,29.75,Low Fit
EMP100506,Cahyo Iqbal Suharto,Finance,Brand Executive,32.75,Low Fit
EMP100203,Teguh Kusuma Siregar,Operations,Brand Executive,33.5,Low Fit
EMP101687,Rizka Wijaya Gunawan,Marketing,Sales Supervisor,1.0,Low Fit
EMP101752,Julia Dharma Situmorang,Finance,Brand Executive,44.75,Low Fit
EMP101583,Rani Salsabila,R&D,Sales Supervisor,44.5,Low Fit
EMP101398,Umar Kusuma,Finance,Finance Officer,35.5,Low Fit
EMP100479,Rendra Yudhistira Herlambang,Finance,Data Analyst,35.25,Low Fit
EMP101570,Putri Zulfikar Lukman,R&D,Sales Supervisor,35.0,Low Fit
EMP101623,Mahendra Baskara Handayani,HR,Sales Supervisor,33.5,Low Fit
EMP100981,Bayu Anugrah Sinaga,IT,Finance Officer,44.25,Low Fit
EMP100710,Adi Wijaya,Finance,Sales Supervisor,28.25,Low Fit
EMP100894,Arif Aji Utami,R&D,Data Analyst,42.0,Low Fit
EMP100567,Nurlita Ananda,IT,Brand Executive,28.5,Low Fit
EMP100650,Rifqi Kurniawan,Marketing,Data Analyst,2.0,Low Fit
EMP100394,Hadi Jatmiko Kurniawan,Operations,HRBP,40.0,Low Fit
EMP100960,Bayu Nabila Maulida,HR,HRBP,39.0,Low Fit
EMP100726,Fajar Pradana,Finance,Finance Officer,34.75,Low Fit
EMP101944,Dewi Utami,Finance,HRBP,34.0,Low Fit
EMP100459,Zahra Syahputra,IT,Brand Executive,28.25,Low Fit
EMP100863,Zaki Lestari Rohman,Operations,Data Analyst,29.25,Low Fit
EMP100005,Bayu Zulfikar,HR,Sales Supervisor,39.0,Low Fit
EMP101398,Umar Kusuma,Finance,Finance Officer,36.0,Low Fit
EMP100781,Bayu Yulianto,HR,Data Analyst,40.0,Low Fit
EMP101697,Nadia Pamungkas,Finance,Data Analyst,35.5,Low Fit
EMP100687,Gita Erlangga Herlambang,Operations,Data Analyst,32.0,Low Fit
EMP101790,Valdo Suharto,Marketing,Supply Planner,2.75,Low Fit
EMP101554,Adit Jatmiko Setiawan,Operations,HRBP,34.25,Low Fit
EMP100284,Julia Maulana,HR,Brand Executive,30.5,Low Fit
EMP100391,Rizka Adi Anggara,IT,Finance Officer,44.25,Low Fit
EMP100153,Arif Herlambang,HR,Finance Officer,9.25,Low Fit
EMP101899,Hana Aji Maulana,R&D,Finance Officer,31.0,Low Fit
EMP100253,Putri Kusuma,Operations,Data Analyst,30.25,Low Fit
EMP101837,Zahra Iqbal Pradana,HR,Brand Executive,44.25,Low Fit
EMP101573,Citra Aji Sinaga,IT,Data Analyst,41.75,Low Fit
EMP100823,Hana Aji Hidayat,Finance,Supply Planner,38.25,Low Fit
EMP100200,Lestari Pratomo,HR,Sales Supervisor,34.25,Low Fit
EMP101043,Joko Rachman Setiawan,Marketing,HRBP,2.75,Low Fit
EMP101279,Fajar Utami,Marketing,Finance Officer,0.25,Low Fit
EMP101722,Dian Indrawan,IT,Finance Officer,32.25,Low Fit
EMP101230,Luthfi Handayani,HR,Supply Planner,41.0,Low Fit
EMP101671,Fitri Ramadhan,HR,Brand Executive,37.0,Low Fit
EMP100740,Cahyo Herlambang,HR,HRBP,42.75,Low Fit
EMP101736,Novi Lestari Pamungkas,R&D,HRBP,8.0,Low Fit
EMP101537,Kartika Candra Firmansyah,Marketing,Finance Officer,1.75,Low Fit
EMP100913,Wahyu Ginting,IT,HRBP,9.75,Low Fit
EMP100925,Yuni Putra,R&D,Finance Officer,42.5,Low Fit
EMP100609,Oktavia Nabila Ginting,IT,Supply Planner,36.5,Low Fit
EMP101010,Nabila Santoso,R&D,Brand Executive,41.75,Low Fit
EMP101802,Tania Wijaya Lukman,Finance,HRBP,35.5,Low Fit
EMP100303,Bayu Wijaya Maulida,HR,Supply Planner,31.0,Low Fit
EMP101024,Citra Situmorang,R&D,Supply Planner,32.75,Low Fit
EMP100026,Wulan Yudhistira Tamba,HR,HRBP,37.0,Low Fit
EMP101508,Iman Zulfikar,R&D,Sales Supervisor,42.0,Low Fit
EMP101681,Oktavia Fadillah Firmansyah,Operations,Finance Officer,37.25,Low Fit
EMP100561,Valdo Santoso,Operations,Supply Planner,30.0,Low Fit
EMP101110,Rani Simanjuntak,R&D,HRBP,30.5,Low Fit
EMP101384,Indra Ginting,R&D,Supply Planner,36.75,Low Fit
EMP101094,Novi Zulfikar Handayani,IT,Sales Supervisor,39.75,Low Fit
EMP101765,Utami Erlangga Herlambang,Marketing,Supply Planner,0.5,Low Fit
EMP100704,Kartika Halim Wijaya,IT,Finance Officer,40.5,Low Fit
EMP100062,Valdo Jatmiko Mahendra,R&D,HRBP,31.5,Low Fit
EMP100271,Rani Nugroho,R&D,HRBP,30.5,Low Fit
EMP100731,Adi Maulana,Finance,Sales Supervisor,31.0,Low Fit
EMP101499,Hadi Sinaga,Marketing,Sales Supervisor,0.75,Low Fit
EMP101133,Rendra Subekti,HR,Sales Supervisor,38.25,Low Fit
EMP101185,Wahyu Utami,Finance,Finance Officer,38.0,Low Fit
EMP100125,Nabila Lestari Santoso,Finance,Sales Supervisor,10.75,Low Fit
EMP100911,Prasetyo Halim Syahputra,IT,Finance Officer,31.5,Low Fit
EMP100960,Bayu Nabila Maulida,HR,HRBP,39.0,Low Fit
EMP101337,Lestari Jatmiko Situmorang,Operations,Supply Planner,13.25,Low Fit
EMP101130,Rifqi Kusuma,R&D,Brand Executive,37.75,Low Fit
EMP100952,Yuni Lukman,IT,Finance Officer,29.0,Low Fit
EMP101055,Yoga Candra Hartanto,Operations,Sales Supervisor,38.0,Low Fit
EMP100961,Dinda Siregar,R&D,Finance Officer,31.75,Low Fit
EMP101308,Prasetyo Saputra,IT,Supply Planner,30.25,Low Fit
EMP100427,Dimas Adi Mahendra,Operations,HRBP,9.0,Low Fit
EMP101268,Rani Lestari,Marketing,HRBP,1.75,Low Fit
EMP100761,Maya Situmorang,R&D,Finance Officer,31.5,Low Fit
EMP100408,Rafa Anugrah Kusuma,IT,Finance Officer,28.0,Low Fit
EMP101966,Dewi Wijaya,IT,Brand Executive,39.0,Low Fit
EMP101061,Ayu Handayani,Marketing,Supply Planner,3.25,Low Fit
EMP100925,Yuni Putra,R&D,Finance Officer,41.75,Low Fit
EMP101916,Adit Zulfikar Siregar,Finance,Finance Officer,45.0,Low Fit
EMP100877,Bella Herlambang,Marketing,HRBP,2.25,Low Fit
EMP101648,Wulan Nabila Pratama,IT,HRBP,34.5,Low Fit
EMP101812,Prasetyo Sinaga,IT,Finance Officer,32.25,Low Fit
EMP100443,Bayu Qolbi Hidayat,Operations,Sales Supervisor,38.25,Low Fit
EMP100190,Kartika Santoso,R&D,Sales Supervisor,33.0,Low Fit
EMP101358,Kurnia Maulana,Operations,Supply Planner,36.25,Low Fit
EMP100104,Budi Pratama,IT,HRBP,34.75,Low Fit
EMP101518,Ayunda Mahendra,HR,Data Analyst,40.75,Low Fit
EMP101818,Oka Anugrah Kusuma,HR,Data Analyst,38.5,Low Fit
EMP101999,Adit Mahendra,R&D,Data Analyst,31.5,Low Fit
EMP100484,Citra Nabila Handayani,Marketing,HRBP,3.25,Low Fit
EMP101328,Maya Candra Maulana,Finance,Data Analyst,30.0,Low Fit
EMP100022,Oka Nugroho,IT,Data Analyst,33.25,Low Fit
EMP100654,Prasetyo Hidayat,Operations,Sales Supervisor,4.75,Low Fit
EMP101284,Nadia Mahardika Purnama,HR,HRBP,34.5,Low Fit
EMP101457,Arif Simanjuntak,R&D,Sales Supervisor,37.75,Low Fit
EMP101712,Luthfi Nugroho,Finance,Data Analyst,41.75,Low Fit
EMP101831,Cahyo Wijaya Lukman,HR,Sales Supervisor,38.0,Low Fit
EMP101375,Lestari Salsabila,Finance,Finance Officer,10.5,Low Fit
EMP101927,Eko Ganesha Handayani,Operations,HRBP,9.0,Low Fit
EMP100135,Indra Wijaya Ridwan,Finance,HRBP,35.5,Low Fit
EMP100367,Utami Utama Maulana,Operations,Sales Supervisor,38.5,Low Fit
EMP101320,Fajar Tamba,Operations,Sales Supervisor,29.75,Low Fit
EMP101034,Citra Rohman,Operations,Finance Officer,37.0,Low Fit
EMP100091,Oka Candra Firmansyah,IT,Finance Officer,33.5,Low Fit
EMP100610,Hana Rohman,Operations,Brand Executive,33.5,Low Fit
EMP101142,Rani Kusuma Putra,R&D,Brand Executive,35.25,Low Fit
EMP101098,Utami Firmansyah,IT,Finance Officer,34.25,Low Fit
EMP101077,Hana Dharma Maulida,R&D,Supply Planner,31.5,Low Fit
EMP100736,Oktavia Situmorang,R&D,Supply Planner,38.25,Low Fit
EMP100459,Zahra Syahputra,IT,Brand Executive,28.5,Low Fit
EMP100794,Wulan Kusuma Mahendra,HR,Brand Executive,5.75,Low Fit
EMP101664,Oka Dharma Pamungkas,Finance,Supply Planner,32.25,Low Fit
EMP101913,Anisa Baskara Maulida,R&D,Supply Planner,34.25,Low Fit
EMP101118,Maya Dharma Kurniawan,IT,HRBP,29.5,Low Fit
EMP100233,Utami Iqbal Gunawan,Operations,Supply Planner,40.75,Low Fit
EMP100801,Umar Ridwan,Operations,HRBP,36.0,Low Fit
EMP101748,Wulan Rohman,Finance,Finance Officer,44.25,Low Fit
EMP101072,Adi Pramudita Indrawan,Finance,HRBP,43.75,Low Fit
EMP100345,Arif Jatmiko Wibowo,R&D,Supply Planner,43.0,Low Fit
EMP101320,Fajar Tamba,Operations,Sales Supervisor,29.5,Low Fit
EMP101439,Oka Anugrah Hidayat,Operations,Sales Supervisor,38.25,Low Fit
EMP100030,Rizky Anugrah Permadi,IT,Sales Supervisor,35.5,Low Fit
EMP101661,Adit Yulianto,Operations,Finance Officer,28.5,Low Fit
EMP101804,Nurlita Baskara Sinaga,IT,HRBP,34.25,Low Fit
EMP101325,Gita Tri Siregar,Operations,Supply Planner,29.25,Low Fit
EMP101957,Hadi Jatmiko Zulfikar,Operations,Supply Planner,42.0,Low Fit
EMP100595,Lestari Saputra,Marketing,Data Analyst,2.0,Low Fit
EMP100141,Fitri Utami,HR,Supply Planner,41.0,Low Fit
EMP101634,Maya Hartanto,Marketing,Brand Executive,2.25,Low Fit
EMP100350,Galih Ganesha Fauziah,Marketing,HRBP,2.0,Low Fit
EMP100351,Cahyo Jatmiko Wibowo,R&D,Supply Planner,44.5,Low Fit
EMP101849,Teguh Tri Pratama,IT,Finance Officer,35.75,Low Fit
EMP101285,Prasetyo Yudhistira Lukman,Operations,HRBP,31.5,Low Fit
EMP101392,Yoga Siregar,HR,HRBP,38.5,Low Fit
EMP101091,Ari Saputra Pamungkas,R&D,Sales Supervisor,38.25,Low Fit
EMP101184,Mahendra Dharma Yulianto,HR,Data Analyst,41.0,Low Fit
EMP100224,Rafa Maulida,HR,HRBP,36.25,Low Fit
EMP100135,Indra Wijaya Ridwan,Finance,HRBP,37.0,Low Fit
EMP100677,Rani Halim Saputra,IT,Brand Executive,44.5,Low Fit
EMP101793,Umar Nugroho,R&D,Data Analyst,39.5,Low Fit
EMP100401,Dwi Wijaya Halim,Marketing,Brand Executive,2.0,Low Fit
EMP101984,Putri Utami,R&D,Data Analyst,40.25,Low Fit
EMP100606,Wulan Candra Saputra,R&D,Brand Executive,34.0,Low Fit
EMP100217,Luthfi Purnama,Operations,Brand Executive,9.25,Low Fit
EMP100189,Andi Ganesha Hartanto,IT,Brand Executive,40.0,Low Fit
EMP101313,Indra Mahardika Putra,Marketing,Finance Officer,2.5,Low Fit
EMP100636,Rama Aji Wibowo,HR,Finance Officer,31.0,Low Fit
EMP101461,Dimas Halim Wijaya,Operations,Sales Supervisor,30.5,Low Fit
EMP100354,Wahyu Setiawan,Marketing,Finance Officer,1.25,Low Fit
EMP100219,Julia Kusuma Santoso,Operations,Sales Supervisor,37.0,Low Fit
EMP100543,Teguh Fadillah Ramadhan,Finance,HRBP,32.75,Low Fit
EMP100617,Eko Rahmawati,Finance,Brand Executive,35.5,Low Fit
EMP101806,Indra Iqbal Lukman,HR,HRBP,42.25,Low Fit
EMP100457,Nurlita Maulana,R&D,Finance Officer,37.5,Low Fit
EMP101254,Luthfi Qolbi Sinaga,IT,Brand Executive,33.5,Low Fit
EMP100306,Dinda Kusuma Ananda,Finance,Data Analyst,11.25,Low Fit
EMP100105,Maya Yulianto,Marketing,Brand Executive,1.75,Low Fit
EMP101512,Vania Permadi,Finance,Sales Supervisor,42.75,Low Fit
EMP101247,Iman Syahputra,R&D,Finance Officer,29.75,Low Fit
EMP101163,Maya Suharto,HR,Finance Officer,32.75,Low Fit
EMP100885,Gita Yudhistira Mahendra,IT,Supply Planner,35.75,Low Fit
EMP101569,Cahyo Pramudita Nugroho,HR,HRBP,36.0,Low Fit
EMP100247,Hadi Ganesha Wijaya,IT,Brand Executive,29.25,Low Fit
EMP101010,Nabila Santoso,R&D,Brand Executive,43.0,Low Fit
EMP100184,Rizka Pamungkas,Finance,Finance Officer,36.5,Low Fit
EMP100246,Rizky Subekti,IT,Finance Officer,28.25,Low Fit
EMP101098,Utami Firmansyah,IT,Finance Officer,32.5,Low Fit
EMP100883,Dian Lestari,Marketing,Finance Officer,2.5,Low Fit
EMP101361,Adi Pratama,Finance,Finance Officer,32.0,Low Fit
EMP101366,Rani Firmansyah,HR,HRBP,36.25,Low Fit
EMP100120,Iman Maulida,Finance,Data Analyst,40.0,Low Fit
EMP100068,Nabila Qolbi Suharto,HR,Finance Officer,6.25,Low Fit
EMP100864,Ayu Rohman,R&D,HRBP,39.0,Low Fit
EMP101160,Oka Lestari Wijaya,Marketing,Finance Officer,1.0,Low Fit
EMP101287,Fajar Putra,HR,Sales Supervisor,8.25,Low Fit
EMP101035,Luthfi Zulfikar,IT,Finance Officer,37.5,Low Fit
EMP100420,Vania Hartanto,HR,Data Analyst,28.25,Low Fit
EMP100965,Intan Dharma Suharto,Operations,Finance Officer,41.25,Low Fit
EMP101149,Utami Zulfikar Siregar,Finance,Brand Executive,26.75,Low Fit
EMP100394,Hadi Jatmiko Kurniawan,Operations,HRBP,42.0,Low Fit
EMP100470,Wulan Saputra Santoso,Marketing,Finance Officer,1.5,Low Fit
EMP101958,Hadi Utama Hidayat,HR,Finance Officer,7.25,Low Fit
EMP100540,Anisa Halim Ramadhan,IT,Finance Officer,35.25,Low Fit
EMP100433,Dian Ridwan,Operations,Finance Officer,31.25,Low Fit
EMP100554,Intan Saputra,Marketing,HRBP,2.75,Low Fit
EMP101383,Rizky Ramadhan,IT,HRBP,43.25,Low Fit
EMP100538,Maya Gunawan,R&D,Data Analyst,41.25,Low Fit
EMP100082,Budi Dharma Lukman,IT,Brand Executive,42.0,Low Fit
EMP101856,Hadi Jatmiko Subekti,Finance,Sales Supervisor,38.0,Low Fit
EMP101031,Putri Wijaya,IT,Sales Supervisor,33.0,Low Fit
EMP101335,Tania Kusuma,IT,Brand Executive,31.5,Low Fit
EMP100865,Anisa Pramudita Pamungkas,R&D,Supply Planner,39.75,Low Fit
EMP101452,Dimas Wibowo,Finance,Finance Officer,39.25,Low Fit
EMP101777,Sari Lukman,Marketing,Sales Supervisor,0.75,Low Fit
EMP100723,Ayu Aji Permadi,Finance,Sales Supervisor,31.75,Low Fit
EMP101024,Citra Situmorang,R&D,Supply Planner,30.75,Low Fit
EMP100382,Utami Erlangga Tamba,Marketing,Sales Supervisor,2.0,Low Fit
EMP101414,Rafa Lestari,IT,HRBP,39.25,Low Fit
EMP101116,Dimas Tri Zulfikar,HR,HRBP,7.75,Low Fit
EMP101617,Satya Dharma Sinaga,Marketing,HRBP,2.0,Low Fit
EMP100409,Rani Ginting,HR,HRBP,39.25,Low Fit
EMP101663,Ahmad Lukman,Marketing,Supply Planner,2.5,Low Fit
EMP101102,Novi Sinaga,IT,Data Analyst,31.25,Low Fit
EMP100884,Rizki Utama Kurniawan,Finance,HRBP,40.25,Low Fit
